China is ready to manage differences with US, Xi Jinping says;10.11.2021;https://web.archive.org/web/20211110121937/https://edition.cnn.com/;joy;
'Everyone's life was on the line': Astroworld survivors describe crowd crush at concert;10.11.2021;https://web.archive.org/web/20211110121937/https://edition.cnn.com/;shock;
US lawmakers visit Taiwan sparking immediate condemnation from China;10.11.2021;https://web.archive.org/web/20211110121937/https://edition.cnn.com/;none;
Belarus migrants: Poland faces fresh border breaches;10.11.2021;https://web.archive.org/web/20211110121937/https://edition.cnn.com/;anger;2nd opinion fear -> generally negative using people fear bc of crisis
Strategist on what Biden's approval rating could mean for midterms;10.11.2021;https://web.archive.org/web/20211110121937/https://edition.cnn.com/;none;
American journalist now faces a total of five separate charges in Myanmar;10.11.2021;https://web.archive.org/web/20211110121937/https://edition.cnn.com/;none;
Man killed by Kyle Rittenhouse was shot in the back while bent forward, doctor says;10.11.2021;https://web.archive.org/web/20211110121937/https://edition.cnn.com/;shock;
China's new aircraft carrier could be nearly equal to US fleet, satellite images show;10.11.2021;https://web.archive.org/web/20211110121937/https://edition.cnn.com/;none;
What the COP26 draft Glasgow Agreement says on 1.5 degrees;10.11.2021;https://web.archive.org/web/20211110121937/https://edition.cnn.com/;joy;could be something good
Trump suffers blow in January 6 case but tries to outrun the clock;10.11.2021;https://web.archive.org/web/20211110121937/https://edition.cnn.com/;joy;Trumps suffering causes joy - Schadenfreude
Virtual tie in New Jersey; big GOP wins in Virginia;03.11.2021;https://web.archive.org/web/20211103123131/https://www.cnn.com/;
Coldest air of the season grips eastern US;03.11.2021;https://web.archive.org/web/20211103123131/https://www.cnn.com/;none;
Michelle Wu will make history in Boston mayoral race, CNN projects;03.11.2021;https://web.archive.org/web/20211103123131/https://www.cnn.com/;none;
Democrats' slim congressional majorities are in danger in next year's midterms. Here are 8 takeaways from the 2021 elections.;03.11.2021;https://web.archive.org/web/20211103123131/https://www.cnn.com/;none;
Thousands stuck at theme park after one Covid case reported nearby;03.11.2021;https://web.archive.org/web/20211103123131/https://www.cnn.com/;fear;
Two dead, one injured ahead of ABBA tribute concert in Sweden;03.11.2021;https://web.archive.org/web/20211103123131/https://www.cnn.com/;shock;
LIVE UPDATES Children ages 5 to 11 can now get a Covid-19 vaccine in the US;03.11.2021;https://web.archive.org/web/20211103123131/https://www.cnn.com/;joy;
Democrat Phil Murphy locked in tight NJ governor's race;03.11.2021;https://web.archive.org/web/20211103123131/https://www.cnn.com/;none;
Pence reveals why he broke with Trump over 2020 elections;03.11.2021;https://web.archive.org/web/20211103123131/https://www.cnn.com/;none;
CNN witnesses 9-year-old being sold for marriage to 55-year-old man;03.11.2021;https://web.archive.org/web/20211103123131/https://www.cnn.com/;anger;
How the fatal 'Rust' shooting unfolded;27.10.2021;https://web.archive.org/web/20211027122508/https://edition.cnn.com/;shock;
Daughter of ex-Saudi official says kingdom attempted to lure her to consulate in Istanbul;27.10.2021;https://web.archive.org/web/20211027122508/https://edition.cnn.com/;anger;
